,MM_Acc,DD_Mes_Acc,Dia_Semana_Acc,Hora_Acc,Min_Acc,Localidad,Gravedad_Indicador_Tradicional,Clase,Edad,Sexo
2820,5,7,2,6,10,15,1,2,30.0,1
2821,5,5,7,19,20,13,1,4,39.0,1
2822,5,5,7,19,20,13,1,1,21.0,1
2823,5,5,7,19,20,13,1,1,18.0,2
2824,4,20,6,8,10,16,1,1,24.0,1
2825,4,25,4,16,27,16,1,3,49.0,1
2826,4,25,4,16,27,16,1,3,64.0,2
2827,4,20,6,11,23,13,1,3,27.0,1
2828,4,20,6,11,23,13,1,5,53.0,1
2829,4,20,6,14,34,17,1,2,19.0,1
2830,4,20,6,14,34,17,1,1,32.0,1
2831,4,20,6,14,34,17,1,1,18.0,2
2832,4,23,2,7,0,12,1,5,18.0,2
2833,4,24,3,9,0,8,2,3,24.0,1
2834,4,24,3,9,0,8,2,1,23.0,1
2835,4,19,5,9,5,10,1,3,32.0,1
2836,4,19,5,9,5,10,1,3,49.0,2
2837,4,17,3,13,1,18,1,1,41.0,1
2838,4,17,3,13,1,18,1,1,26.0,2
2839,4,20,6,19,30,17,1,2,25.0,1
2840,4,20,6,19,30,17,1,5,35.0,1
2841,4,20,6,19,30,17,1,1,25.0,2
2842,4,19,5,19,50,14,1,3,21.0,1
2843,4,19,5,19,50,14,1,5,27.0,1
2844,4,22,1,21,40,8,1,5,34.0,1
2845,4,22,1,21,40,8,1,1,30.0,1
2846,4,22,1,21,40,8,1,1,30.0,1
2847,4,22,1,21,40,8,1,1,22.0,2
2848,4,22,1,3,0,14,1,3,27.0,1
2849,4,22,1,3,0,14,1,3,27.0,2
2850,4,22,1,3,0,14,1,3,41.0,1
2851,4,22,1,3,0,14,1,3,40.0,1
2852,4,22,1,3,0,14,1,3,20.0,1
2853,4,22,1,3,0,14,1,3,28.0,1
2854,4,22,1,3,0,14,1,3,30.0,1
2855,4,22,1,3,0,14,1,3,53.0,1
2856,4,22,1,3,0,14,1,3,39.0,1
2857,4,22,1,3,0,14,1,3,26.0,1
2858,4,22,1,3,0,14,1,6,41.0,1
2859,4,24,3,9,50,12,1,3,23.0,1
2860,4,19,5,15,10,14,1,1,23.0,2
2861,4,19,5,15,10,14,1,2,55.0,1
2862,4,24,3,1,7,15,1,1,32.0,1
2863,4,24,3,1,7,15,1,1,42.0,1
2864,4,23,2,9,0,12,1,3,47.0,1
2865,4,24,3,8,5,12,1,1,22.0,2
2866,4,24,3,8,5,12,1,1,34.0,1
2867,4,22,1,10,18,8,1,2,71.0,1
2868,4,22,1,10,18,8,1,1,23.0,2
2869,4,19,5,7,45,12,1,1,25.0,1
2870,4,19,5,7,45,12,1,16,35.0,1
2871,3,10,7,2,34,16,1,2,35.0,1
2872,3,10,7,2,34,16,1,2,42.0,1
2873,3,10,7,2,34,16,1,2,24.0,1
2874,1,29,1,5,50,12,3,1,27.0,1
2875,1,29,1,5,50,12,3,2,46.0,1
2876,1,29,1,10,30,2,1,3,29.0,1
2877,1,29,1,10,30,2,1,3,67.0,2
2878,1,30,2,6,32,16,1,3,60.0,1
2879,1,30,2,6,32,16,1,5,28.0,2
2880,1,30,2,20,31,15,1,3,39.0,1
2881,1,30,2,20,31,15,1,3,26.0,2
2882,1,30,2,6,50,11,1,2,58.0,2
2883,1,30,2,6,50,11,1,1,29.0,1
2884,1,29,1,8,30,12,2,1,31.0,1
2885,1,26,5,12,10,4,1,2,62.0,1
2886,1,26,5,12,10,4,1,8,47.0,1
2887,1,26,5,12,10,4,1,8,18.0,2
2888,1,26,5,12,10,4,1,8,44.0,2
2889,5,8,3,19,15,10,1,1,28.0,1
2890,5,7,2,4,20,12,1,1,22.0,1
2891,5,7,2,4,20,12,1,1,21.0,1
2892,5,4,6,9,3,9,1,1,33.0,1
2893,5,4,6,9,3,9,1,2,18.0,1
2894,5,2,4,1,35,12,1,4,22.0,1
2895,5,2,4,1,35,12,1,4,22.0,2
2896,5,2,4,1,35,12,1,4,23.0,1
2897,5,7,2,12,18,13,1,3,37.0,2
2898,5,7,2,12,18,13,1,1,24.0,1
2899,5,7,2,12,18,13,1,1,22.0,1
2900,5,20,1,12,10,11,1,1,30.0,1
2901,5,20,1,12,10,11,1,1,28.0,1
2902,5,20,1,12,10,11,1,1,47.0,1
2903,5,17,5,1,10,13,1,2,36.0,1
2904,5,17,5,1,10,13,1,3,50.0,1
2905,5,17,5,1,10,13,1,1,40.0,1
2906,5,21,2,11,40,17,1,1,28.0,1
2907,5,21,2,11,40,17,1,1,32.0,1
2908,5,24,5,5,40,2,1,1,28.0,1
2909,5,24,5,5,40,2,1,1,31.0,2
2910,5,24,5,5,40,2,1,1,21.0,1
2911,5,24,5,5,40,2,1,1,23.0,1
2912,5,28,2,22,30,12,1,1,25.0,1
2913,5,26,7,13,50,12,1,3,34.0,1
2914,5,26,7,13,50,12,1,3,68.0,1
2915,5,27,1,7,10,11,1,1,22.0,1
2916,5,27,1,7,10,11,1,5,50.0,1
2917,6,4,2,6,0,7,1,1,23.0,1
2918,6,4,2,6,0,7,1,5,39.0,2
2919,6,4,2,9,35,11,1,4,62.0,1
2920,6,4,2,9,35,11,1,1,26.0,2
2921,6,4,2,9,35,11,1,1,38.0,2
2922,6,4,2,13,14,16,1,4,37.0,2
2923,6,5,3,7,32,1,1,3,50.0,1
2924,6,3,1,14,45,8,1,1,26.0,2
2925,6,3,1,14,45,8,1,1,25.0,2
2926,6,11,2,19,45,11,1,2,55.0,1
2927,6,11,2,19,45,11,1,1,35.0,1
2928,6,11,2,5,30,3,1,1,40.0,1
2929,6,11,2,5,30,3,1,5,25.0,2
2930,6,9,7,12,50,5,1,2,38.0,2
2931,6,9,7,12,50,5,1,2,14.0,1
2932,6,10,1,18,54,7,1,1,27.0,1
2933,6,10,1,18,54,7,1,1,36.0,1
2934,6,10,1,18,54,7,1,1,21.0,2
2935,6,11,2,20,9,16,1,3,36.0,1
2936,6,11,2,20,9,16,1,1,54.0,1
2937,6,11,2,21,30,6,3,2,51.0,1
2938,6,11,2,21,30,6,3,4,32.0,1
2939,6,13,4,8,15,8,1,4,28.0,1
2940,6,13,4,8,15,8,1,1,27.0,1
2941,6,13,4,8,15,8,1,1,20.0,2
2942,6,13,4,7,15,12,1,4,41.0,1
2943,6,13,4,7,15,12,1,1,31.0,1
2944,6,7,5,18,45,6,1,1,29.0,1
2945,6,13,4,7,28,12,1,1,53.0,1
2946,4,23,2,14,30,12,1,4,36.0,2
2947,4,23,2,14,30,12,1,1,26.0,2
2948,4,18,4,21,25,18,1,2,20.0,1
2949,4,24,3,16,55,10,1,2,55.0,1
2950,4,24,3,16,55,10,1,1,32.0,1
2951,4,20,6,22,48,17,1,2,60.0,1
2952,4,20,6,22,48,17,1,1,31.0,1
2953,4,20,6,22,48,17,1,1,36.0,2
2954,4,21,7,3,49,16,3,4,43.0,1
2955,4,19,5,9,19,3,1,1,53.0,1
2956,4,19,5,9,19,3,1,1,21.0,1
2957,4,19,5,9,19,3,1,1,34.0,2
2958,4,19,5,22,38,12,1,4,31.0,1
2959,4,19,5,22,38,12,1,1,25.0,2
2960,4,29,1,20,15,12,1,1,34.0,1
2961,4,29,1,20,15,12,1,1,30.0,1
2962,4,29,1,20,15,12,1,2,22.0,1
2963,5,18,6,11,30,13,1,1,28.0,1
2964,5,17,5,20,30,3,1,1,31.0,1
2965,5,17,5,20,30,3,1,2,21.0,1
2966,5,18,6,6,20,7,1,8,58.0,1
2967,5,18,6,6,20,7,1,1,32.0,1
2968,5,18,6,16,36,9,1,1,27.0,1
2969,5,18,6,16,36,9,1,9,22.0,1
2970,5,20,1,9,40,12,1,4,32.0,1
2971,5,20,1,9,40,12,1,5,71.0,1
2972,5,18,6,18,9,6,1,1,21.0,1
2973,5,18,6,18,9,6,1,1,21.0,2
2974,5,18,6,18,9,6,1,5,55.0,1
2975,5,20,1,6,0,12,1,4,63.0,1
2976,5,18,6,6,0,12,1,2,29.0,1
2977,5,17,5,17,10,14,1,1,46.0,1
2978,5,17,5,17,10,14,1,5,33.0,1
2979,5,17,5,7,0,14,1,4,40.0,2
2980,5,17,5,7,0,14,1,5,23.0,1
2981,3,10,7,13,45,10,1,5,27.0,1
2982,3,10,7,13,45,10,1,5,26.0,2
2983,3,10,7,13,45,10,1,3,54.0,1
2984,2,17,6,11,46,3,1,1,21.0,1
2985,2,17,6,11,46,3,1,1,22.0,2
2986,2,17,6,18,30,11,1,2,39.0,1
2987,2,17,6,18,30,11,1,1,29.0,1
2988,2,17,6,18,30,11,1,1,30.0,1
2989,2,17,6,5,40,1,1,5,36.0,1
2990,2,18,7,18,30,8,1,1,22.0,1
2991,2,18,7,9,30,3,1,5,33.0,2
2992,2,19,1,12,11,9,1,2,43.0,1
2993,2,19,1,20,30,1,1,1,28.0,2
2994,2,19,1,20,30,1,1,1,31.0,1
2995,2,23,5,12,3,4,3,3,29.0,1
2996,2,23,5,12,3,4,3,4,26.0,1
2997,2,25,7,17,44,14,2,2,53.0,1
2998,2,25,7,17,44,14,2,1,29.0,2
2999,2,25,7,17,44,14,2,9,52.0,1
3000,2,22,4,16,36,12,1,3,29.0,1
3001,2,22,4,16,36,12,1,3,51.0,2
3002,2,22,4,16,36,12,1,3,25.0,2
3003,2,22,4,16,36,12,1,3,46.0,2
3004,2,22,4,16,36,12,1,3,34.0,2
3005,2,22,4,16,36,12,1,4,37.0,1
3006,2,22,4,14,49,13,1,2,63.0,1
3007,2,22,4,14,49,13,1,1,16.0,1
3008,2,29,4,23,35,17,1,2,63.0,1
3009,2,29,4,23,35,17,1,1,19.0,1
3010,3,3,7,2,18,13,1,1,21.0,1
3011,3,3,7,2,18,13,1,1,19.0,1
3012,3,1,5,17,8,12,1,12,39.0,1
3013,3,2,6,7,32,7,1,2,56.0,1
3014,3,2,6,7,32,7,1,1,34.0,1
3015,3,4,1,16,44,11,1,3,55.0,1
3016,3,4,1,16,44,11,1,1,31.0,1
3017,3,5,2,12,55,11,1,9,40.0,1
3018,4,9,2,17,0,15,1,2,51.0,1
3019,4,9,2,17,0,15,1,5,12.0,1
3020,4,9,2,17,0,15,1,5,4.0,1
3021,4,9,2,23,0,12,1,1,23.0,1
3022,4,9,2,23,0,12,1,5,33.0,2
3023,4,10,3,19,7,16,1,2,19.0,2
3024,4,9,2,12,41,6,2,9,43.0,1
3025,4,13,6,18,50,17,1,4,39.0,1
3026,4,13,6,18,50,17,1,1,33.0,1
3027,5,14,2,22,44,9,1,2,53.0,1
3028,5,14,2,22,44,9,1,1,21.0,1
3029,5,19,7,10,50,14,1,5,58.0,1
3030,5,24,5,23,45,6,3,2,33.0,1
3031,5,24,5,23,45,6,3,4,36.0,1
3032,5,19,7,22,30,12,3,2,56.0,1
3033,5,19,7,22,30,12,3,2,35.0,1
3034,5,16,4,0,30,13,1,4,53.0,1
3035,5,16,4,0,30,13,1,2,27.0,1
3036,5,16,4,0,30,13,1,2,17.0,1
3037,5,19,7,16,40,14,1,2,39.0,2
3038,5,19,7,16,40,14,1,2,22.0,1
3039,5,19,7,16,40,14,1,2,29.0,2
3040,5,30,4,6,15,12,1,2,36.0,2
3041,5,30,4,6,15,12,1,1,23.0,1
3042,5,30,4,6,15,12,1,1,19.0,2
3043,5,29,3,13,13,15,1,2,36.0,1
3044,6,1,6,12,52,8,1,2,39.0,1
3045,6,1,6,12,52,8,1,1,21.0,1
3046,6,2,7,4,5,14,1,1,32.0,1
3047,6,2,7,4,5,14,1,4,39.0,1
3048,4,6,6,11,33,16,1,9,34.0,1
3049,4,6,6,11,33,16,1,9,27.0,1
3050,4,6,6,11,33,16,1,1,46.0,1
3051,4,6,6,11,33,16,1,2,25.0,2
3052,4,4,4,21,30,15,1,2,31.0,1
3053,4,4,4,21,30,15,1,1,27.0,1
3054,4,3,3,16,57,17,1,2,46.0,1
3055,4,7,7,4,42,4,1,4,41.0,1
3056,4,7,7,4,42,4,1,4,21.0,1
3057,4,7,7,4,42,4,1,4,26.0,1
3058,4,7,7,4,42,4,1,4,20.0,1
3059,4,7,7,4,42,4,1,4,22.0,1
3060,4,7,7,4,42,4,1,2,55.0,1
3061,4,4,4,7,0,3,1,9,32.0,1
3062,4,4,4,7,0,3,1,1,20.0,1
3063,4,6,6,4,0,13,1,5,31.0,1
3064,4,6,6,4,0,13,1,2,48.0,2
3065,4,5,5,14,6,6,1,2,39.0,1
3066,4,5,5,14,6,6,1,2,62.0,1
3067,4,5,5,14,6,6,1,2,69.0,2
3068,4,5,5,14,6,6,1,2,31.0,1
3069,4,1,1,16,34,1,1,4,42.0,1
3070,4,1,1,16,34,1,1,5,25.0,1
3071,4,1,1,16,34,1,1,5,39.0,2
3072,4,6,6,19,50,12,1,2,27.0,1
3073,4,6,6,19,50,12,1,1,29.0,1
3074,4,6,6,19,50,12,1,1,19.0,2
3075,4,6,6,5,45,18,1,4,28.0,1
3076,4,6,6,5,45,18,1,1,29.0,2
3077,4,6,6,5,45,18,1,1,56.0,2
3078,4,6,6,2,56,5,3,4,53.0,1
3079,4,6,6,19,18,7,3,2,36.0,1
3080,4,6,6,19,18,7,3,2,40.0,1
3081,4,6,6,11,0,1,1,3,62.0,1
3082,4,6,6,11,0,1,1,3,51.0,2
3083,4,6,6,20,45,12,1,3,59.0,1
3084,4,6,6,20,45,12,1,3,24.0,2
3085,4,7,7,13,4,17,1,4,42.0,1
3086,4,7,7,13,4,17,1,1,23.0,1
3087,4,7,7,13,4,17,1,1,20.0,2
3088,4,3,3,17,40,12,1,1,20.0,2
3089,4,6,6,2,0,13,1,1,28.0,1
3090,4,7,7,7,30,14,1,3,49.0,1
3091,4,7,7,7,30,14,1,3,27.0,2
3092,5,23,4,2,10,12,2,1,25.0,1
3093,5,17,5,23,5,11,1,3,61.0,1
3094,5,17,5,23,5,11,1,12,31.0,1
3095,5,24,5,18,40,7,1,2,45.0,1
3096,5,24,5,18,40,7,1,1,32.0,2
3097,5,23,4,18,25,4,1,5,33.0,2
3098,5,28,2,13,50,12,1,3,33.0,1
3099,5,28,2,13,50,12,1,5,64.0,1
3100,5,28,2,13,50,12,1,5,7.0,1
3101,5,28,2,16,50,6,1,2,65.0,1
3102,6,22,6,7,45,17,1,2,37.0,1
3103,6,22,6,7,45,17,1,2,21.0,2
3104,6,22,6,7,45,17,1,1,24.0,1
3105,6,21,5,7,37,6,1,1,31.0,1
3106,6,21,5,7,37,6,1,1,23.0,2
3107,6,21,5,7,37,6,1,5,38.0,2
3108,6,3,1,7,45,11,1,3,27.0,1
3109,6,3,1,7,45,11,1,3,51.0,2
3110,6,12,3,20,0,2,1,11,27.0,2
3111,6,12,3,20,0,2,1,2,38.0,1
3112,6,9,7,0,40,8,1,1,37.0,1
3113,6,9,7,0,40,8,1,1,36.0,1
3114,6,21,5,9,30,12,1,3,40.0,1
3115,6,23,7,9,50,15,1,1,22.0,1
3116,6,23,7,9,50,15,1,1,34.0,1
3117,6,22,6,6,15,2,1,4,50.0,1
3118,6,22,6,6,15,2,1,1,27.0,2
3119,6,23,7,7,45,13,2,1,25.0,1
3120,6,22,6,20,28,17,1,4,67.0,1
3121,6,22,6,20,28,17,1,1,26.0,1
3122,6,23,7,0,40,8,1,4,26.0,1
3123,6,22,6,22,15,11,1,1,21.0,1
3124,6,22,6,22,15,11,1,1,20.0,2
3125,6,22,6,22,15,11,1,11,23.0,1
3126,6,22,6,22,15,11,1,11,10.0,1
3127,6,22,6,22,15,11,1,11,17.0,1
3128,5,17,5,9,5,2,1,1,43.0,1
3129,5,17,5,9,5,2,1,1,36.0,2
3130,6,13,4,18,38,9,1,1,38.0,1
3131,6,15,6,3,23,5,1,3,39.0,1
3132,6,15,6,3,23,5,1,1,23.0,1
3133,6,13,4,20,0,12,1,4,44.0,1
3134,6,13,4,20,0,12,1,5,17.0,1
3135,6,15,6,17,10,14,1,2,29.0,2
3136,6,14,5,16,30,12,1,1,46.0,1
3137,6,14,5,9,40,4,1,2,39.0,1
3138,6,14,5,9,40,4,1,1,22.0,1
3139,6,13,4,15,20,17,1,12,51.0,1
3140,6,13,4,15,20,17,1,1,49.0,2
3141,6,15,6,16,15,15,1,1,25.0,1
3142,6,15,6,16,15,15,1,1,8.0,2
3143,6,12,3,5,33,14,1,2,58.0,1
3144,6,12,3,5,33,14,1,1,23.0,1
3145,6,12,3,7,30,11,1,4,34.0,1
3146,6,12,3,7,30,11,1,5,58.0,2
3147,6,18,2,6,0,17,1,1,48.0,1
3148,6,12,3,5,30,8,1,1,35.0,1
3149,6,17,1,11,9,6,1,2,28.0,1
3150,6,17,1,11,9,6,1,5,53.0,1
3151,6,17,1,11,9,6,1,5,8.0,2
3152,6,11,2,14,15,3,1,1,31.0,1
3153,6,11,2,14,15,3,1,2,37.0,1
3154,6,14,5,13,30,11,1,1,19.0,1
3155,6,14,5,10,50,1,1,2,47.0,1
3156,4,20,6,19,30,17,1,5,27.0,1
3157,4,23,2,7,45,7,1,2,24.0,1
3158,4,23,2,7,45,7,1,1,24.0,2
3159,4,24,3,18,38,12,1,1,24.0,1
3160,4,24,3,18,38,12,1,1,20.0,2
3161,4,25,4,8,10,11,1,1,24.0,1
3162,4,24,3,8,0,14,3,6,42.0,1
3163,4,24,3,8,0,14,3,1,39.0,1
3164,1,24,3,8,40,15,1,3,56.0,1
3165,1,24,3,8,40,15,1,3,25.0,2
3166,1,25,4,11,12,16,1,3,27.0,2
3167,1,25,4,11,12,16,1,3,24.0,1
3168,1,23,2,6,22,15,1,1,30.0,1
3169,1,23,2,6,22,15,1,1,32.0,2
3170,1,23,2,6,22,15,1,3,31.0,1
3171,1,24,3,7,10,6,1,2,61.0,1
3172,1,24,3,7,10,6,1,1,29.0,1
3173,1,24,3,7,12,15,1,2,41.0,1
3174,1,24,3,7,12,15,1,1,54.0,1
3175,1,24,3,14,55,3,1,1,26.0,1
3176,1,28,7,10,10,17,1,1,34.0,1
3177,2,2,5,7,41,10,3,2,43.0,1
3178,2,1,4,12,30,3,1,5,46.0,1
3179,2,1,4,12,30,3,1,5,35.0,2
3180,2,3,6,17,0,12,1,1,21.0,1
3181,2,7,3,9,3,17,1,2,57.0,1
3182,2,7,3,9,3,17,1,1,39.0,1
3183,2,7,3,6,50,16,1,2,55.0,2
3184,2,8,4,0,30,11,1,1,22.0,2
3185,2,8,4,0,30,11,1,1,35.0,1
3186,2,8,4,0,30,11,1,1,36.0,2
3187,2,7,3,20,15,16,1,4,44.0,1
3188,2,7,3,20,15,16,1,1,26.0,1
3189,2,7,3,20,15,16,1,1,23.0,2
3190,2,7,3,20,15,16,1,1,20.0,2
3191,3,20,3,8,0,8,1,3,45.0,1
3192,3,20,3,8,0,8,1,3,26.0,2
3193,3,20,3,0,0,8,1,1,22.0,1
3194,3,23,6,10,5,16,1,2,34.0,1
3195,3,18,1,9,40,2,1,2,16.0,2
3196,3,22,5,4,10,5,1,2,30.0,1
3197,3,22,5,4,10,5,1,1,45.0,1
3198,3,21,4,16,30,17,1,9,35.0,1
3199,3,23,6,10,0,8,1,2,21.0,1
3200,3,23,6,10,0,8,1,1,28.0,1
3201,3,18,1,13,4,18,1,1,27.0,1
3202,3,18,1,13,4,18,1,3,49.0,1
3203,4,6,6,9,30,12,1,3,40.0,1
3204,4,6,6,9,30,12,1,5,58.0,1
3205,4,5,5,6,50,1,1,12,67.0,1
3206,4,5,5,6,50,1,1,1,55.0,1
3207,4,4,4,11,21,12,1,1,24.0,2
3208,4,4,4,11,21,12,1,5,37.0,1
3209,4,5,5,16,3,2,1,3,32.0,1
3210,4,5,5,16,3,2,1,3,41.0,2
3211,4,5,5,16,3,2,1,1,22.0,1
3212,4,8,1,18,21,10,1,1,19.0,1
3213,4,10,3,16,11,6,1,1,26.0,1
3214,4,10,3,18,12,12,1,1,20.0,1
3215,3,19,2,5,0,7,1,2,52.0,1
3216,3,19,2,5,0,7,1,1,26.0,1
3217,3,18,1,14,49,11,1,2,36.0,2
3218,3,18,1,14,49,11,1,1,22.0,1
3219,6,8,6,22,36,11,1,4,35.0,1
3220,6,8,6,22,36,11,1,1,24.0,1
3221,6,8,6,22,36,11,1,1,37.0,1
3222,6,8,6,22,36,11,1,1,35.0,2
3223,6,18,2,11,45,16,2,1,27.0,1
3224,6,18,2,11,45,16,2,1,20.0,1
3225,6,18,2,11,45,16,2,1,26.0,2
3226,6,18,2,11,45,16,2,1,29.0,1
3227,6,11,2,15,54,10,1,2,44.0,1
3228,6,11,2,15,54,10,1,1,36.0,1
3229,6,11,2,15,54,10,1,1,33.0,2
3230,6,12,3,9,19,8,1,3,54.0,1
3231,6,12,3,9,19,8,1,5,35.0,1
3232,1,26,5,0,22,11,2,1,21.0,1
3233,1,29,1,8,20,17,1,1,25.0,2
3234,1,26,5,22,24,12,1,1,24.0,1
3235,1,26,5,22,24,12,1,2,70.0,1
3236,1,29,1,11,40,3,1,3,39.0,1
3237,1,29,1,11,40,3,1,3,68.0,1
3238,2,3,6,19,15,11,3,11,24.0,1
3239,2,3,6,19,15,11,3,2,39.0,2
3240,2,5,1,15,0,16,1,1,27.0,1
3241,2,5,1,15,0,16,1,2,58.0,1
3242,2,7,3,18,2,15,1,3,49.0,1
3243,2,7,3,18,2,15,1,5,27.0,1
3244,2,7,3,18,3,16,1,3,45.0,1
3245,2,7,3,18,3,16,1,5,24.0,2
3246,2,8,4,8,18,1,1,3,40.0,1
3247,2,6,2,8,15,7,1,3,22.0,1
3248,2,5,1,19,0,14,1,3,40.0,1
3249,2,5,1,19,0,14,1,3,51.0,2
3250,2,8,4,7,20,4,1,2,36.0,1
3251,2,8,4,8,9,4,2,3,33.0,1
3252,2,7,3,17,25,13,1,1,19.0,1
3253,5,20,1,7,15,12,1,4,43.0,1
3254,5,20,1,7,15,12,1,16,55.0,1
3255,5,20,1,7,15,12,1,16,21.0,1
3256,5,18,6,4,45,12,1,1,26.0,1
3257,5,17,5,7,0,5,1,2,26.0,1
3258,5,17,5,7,0,5,1,2,26.0,2
3259,5,17,5,7,0,5,1,2,23.0,1
3260,5,17,5,7,0,5,1,2,29.0,2
3261,5,17,5,7,0,5,1,2,17.0,2
3262,5,17,5,7,0,5,1,2,20.0,1
3263,5,17,5,7,0,5,1,1,25.0,1
3264,5,20,1,19,30,11,1,3,55.0,1
3265,5,21,2,18,35,4,1,1,21.0,1
3266,5,21,2,9,42,7,1,1,30.0,1
3267,5,21,2,9,42,7,1,2,37.0,1
3268,5,22,3,9,30,16,1,3,45.0,1
3269,5,22,3,9,30,16,1,3,62.0,2
3270,5,20,1,12,15,12,1,3,48.0,1
3271,5,26,7,0,1,1,3,2,25.0,1
3272,5,26,7,19,45,5,1,1,19.0,1
3273,5,26,7,19,45,5,1,2,49.0,1
3274,5,24,5,5,37,3,1,3,29.0,1
3275,5,24,5,5,37,3,1,1,26.0,1
3276,5,26,7,15,59,7,2,3,37.0,1
3277,5,25,6,20,30,3,1,3,49.0,1
3278,5,25,6,20,30,3,1,3,31.0,2
3279,5,25,6,17,58,14,1,2,44.0,1
3280,5,25,6,17,58,14,1,2,49.0,2
3281,5,25,6,17,58,14,1,2,19.0,1
3282,5,25,6,17,58,14,1,6,34.0,1
3283,5,24,5,20,30,11,1,1,48.0,1
3284,5,24,5,20,30,11,1,5,35.0,1
3285,5,25,6,14,10,18,1,1,46.0,1
3286,5,25,6,14,10,18,1,1,36.0,1
3287,5,25,6,14,10,18,1,1,36.0,1
3288,5,25,6,14,10,18,1,2,27.0,1
3289,5,22,3,12,37,5,1,1,20.0,1
3290,5,22,3,12,37,5,1,2,53.0,1
3291,5,22,3,12,37,5,1,2,30.0,1
3292,5,22,3,22,7,7,1,4,51.0,1
3293,5,22,3,22,7,7,1,4,21.0,2
3294,5,22,3,22,7,7,1,1,28.0,1
3295,5,22,3,22,7,7,1,1,14.0,2
3296,5,22,3,12,20,12,1,1,19.0,1
3297,5,22,3,12,20,12,1,1,16.0,1
3298,5,22,3,12,20,12,1,2,40.0,1
3299,5,13,1,21,30,12,3,2,33.0,1
3300,5,13,1,21,30,12,3,16,22.0,1
3301,3,6,3,19,4,9,1,4,71.0,2
3302,3,6,3,19,4,9,1,5,58.0,1
3303,3,11,1,13,52,18,1,2,42.0,1
3304,3,11,1,13,52,18,1,2,53.0,1
3305,3,11,1,13,52,18,1,2,48.0,2
3306,3,10,7,15,0,16,1,1,37.0,1
3307,3,10,7,15,18,12,1,3,57.0,1
3308,3,10,7,15,18,12,1,1,24.0,2
3309,3,10,7,2,0,18,1,2,25.0,1
3310,3,10,7,2,0,18,1,2,8.0,1
3311,3,10,7,2,0,18,1,2,30.0,2
3312,3,10,7,2,0,18,1,2,9.0,2
3313,3,8,5,9,14,4,1,1,26.0,1
3314,3,9,6,15,30,8,1,1,28.0,2
3315,3,9,6,15,30,8,1,1,19.0,2
3316,3,9,6,15,30,8,1,1,28.0,1
3317,3,9,6,14,54,12,1,11,35.0,1
3318,3,9,6,14,54,12,1,1,41.0,1
3319,3,9,6,14,54,12,1,2,44.0,1
3320,3,9,6,17,0,12,1,1,46.0,1
3321,3,7,4,18,15,3,1,3,41.0,1
3322,3,7,4,7,8,9,1,1,23.0,1
3323,3,7,4,7,8,9,1,1,25.0,2
3324,5,17,5,13,34,2,1,4,64.0,1
3325,5,18,6,2,20,7,1,1,23.0,1
3326,5,19,7,6,30,4,1,1,21.0,1
3327,5,18,6,2,29,10,1,4,20.0,1
3328,5,18,6,2,29,10,1,4,29.0,1
3329,5,18,6,7,20,12,1,5,39.0,1
3330,5,18,6,16,50,12,1,1,23.0,1
3331,5,18,6,16,50,12,1,1,23.0,2
3332,5,25,6,1,0,13,1,2,45.0,1
3333,5,25,6,1,0,13,1,1,17.0,1
3334,5,25,6,1,0,13,1,1,20.0,1
3335,5,23,4,15,5,13,1,1,28.0,1
3336,5,25,6,15,30,11,1,4,20.0,1
3337,5,25,6,15,30,11,1,2,42.0,1
3338,5,25,6,15,30,11,1,2,35.0,2
3339,5,30,4,16,55,8,1,11,22.0,2
3340,5,30,4,16,55,8,1,2,57.0,1
3341,5,30,4,16,55,8,1,2,55.0,2
3342,6,4,2,16,45,14,1,3,27.0,1
3343,6,4,2,16,45,14,1,5,39.0,1
3344,6,4,2,12,59,8,1,2,26.0,1
3345,6,4,2,12,59,8,1,1,21.0,1
3346,6,5,3,6,59,9,3,2,53.0,1
3347,6,5,3,6,59,9,3,2,30.0,1
3348,6,5,3,22,10,1,1,11,55.0,1
3349,6,5,3,7,35,7,1,1,18.0,2
3350,6,6,4,16,24,8,3,2,20.0,1
3351,6,6,4,16,24,8,3,2,44.0,1
3352,6,4,2,18,11,1,1,1,55.0,1
3353,6,4,2,18,11,1,1,2,40.0,2
3354,6,1,6,13,0,12,1,3,54.0,1
3355,6,5,3,21,30,13,3,3,45.0,1
3356,5,29,3,11,20,17,1,1,48.0,1
3357,5,29,3,11,20,17,1,1,41.0,2
3358,5,29,3,11,20,17,1,4,52.0,1
3359,6,4,2,19,40,6,1,1,22.0,1
3360,6,4,2,9,20,11,1,3,42.0,1
3361,6,4,2,9,20,11,1,3,69.0,2
3362,6,4,2,9,20,11,1,3,66.0,2
3363,6,4,2,7,30,16,1,1,27.0,1
3364,6,2,7,10,43,14,1,1,32.0,1
3365,6,2,7,10,43,14,1,1,35.0,1
3366,6,2,7,10,43,14,1,1,37.0,1
3367,5,28,2,13,40,18,1,1,31.0,1
3368,4,6,6,17,35,13,3,4,23.0,1
3369,4,6,6,17,35,13,3,1,34.0,1
3370,4,7,7,18,20,7,3,2,43.0,1
3371,4,7,7,18,20,7,3,2,43.0,1
3372,4,6,6,12,47,2,1,3,34.0,1
3373,4,6,6,12,47,2,1,1,49.0,1
3374,4,6,6,12,47,2,1,1,14.0,2
3375,6,1,6,5,0,12,1,1,36.0,1
